year,answer,question
2004,"\""Red Fox"" & ""The Scribe of the Revolution\""",Thomas Jefferson
2004,Succeeded by Aaron Burr,Thomas Jefferson
2005,"He was the first president to be inaugurated in Washington, D.C.",Thomas Jefferson
2005,This third president had siblings who were fraternal twins,Thomas Jefferson
2005,This Virginian was appointed the first Secretary of State under the new Constitution in 1789,Thomas Jefferson
2005,"\""I have given up newspapers... for Tacitus and Thucydides... and I find myself much the happier"", said this U.S. pres.",Thomas Jefferson
2005,...gave way to Edmund Randolph in 1794,Thomas Jefferson
2005,He died on Independence Day in 1826 at his beloved Monticello,Thomas Jefferson
2006,"Replacing Franklin as Minister to France, this future president said, ""I succeed him; no one can replace him\""",Thomas Jefferson
2006,"Subpoenaed for documents in Burr's treason trial, he cited executive privilege; didn't work",Thomas Jefferson
2006,He began building Monticello in 1770 but it wasn't completed until after he left the presidency in 1809,Thomas Jefferson
2006,In 1826 James Madison succeeded this other former U.S. president as rector of the University of Virginia,Thomas Jefferson
2006,John Adams had to settle for this opponent as his veep in 1796 because the 12th Amendment hadn't been passed yet,Thomas Jefferson
2007,"After the British burned down the Library of Congress in 1814, it was restocked with this man's collection",Thomas Jefferson
2007,"11 years after writing a famous declaration, he penned to Madison ""a little rebellion, now and then, is a good thing\""",Thomas Jefferson
2007,This president became fascinated with artist Maria Cosway in Paris while serving as minister to France,Thomas Jefferson
2007,He was the only member of Washington's cabinet who went on to become President,Thomas Jefferson
2007,"His plan for the University of Virginia was of an ""academical village"" around a ""temple of knowledge\""",Thomas Jefferson
2008,"\""The Father of the Declaration of Independence\""",Thomas Jefferson
2008,Dumas Malone won a Pulitzer Prize for his multi-volume biography of this Monticello resident,Thomas Jefferson
2008,This Virginian was the first Secretary of State & the second vice president,Thomas Jefferson
2008,"In ""Notes on the State of Virginia"", he wrote, ""Those who labor in the Earth are the chosen people of God\""",Thomas Jefferson
2009,"Getting a taste for it while in France, this pres. is credited with bringing spaghetti to America",Thomas Jefferson
2009,His collection of books suffered disastrous fires at the home called Shadwell in 1770 & at the Library of Congress in 1851,Thomas Jefferson
2009,In 2006 his image on the nickel was changed to one based on an 1800 portrait when he was vice president,Thomas Jefferson
2009,"While only 2 of the 6 children from his marriage lived to maturity, he may have fathered others with Sally Hemings",Thomas Jefferson
2010,This third president's head originally was on Washington's right then blasted away & resculpted on George's left,Thomas Jefferson
2010,"While minister to France, 1784-1789, this future president enjoyed Parisian culture, as well as the fine food & wine",Thomas Jefferson
2010,"In 1815 he sold his collection of more than 6,000 books to the Library of Congress for $23,950",Thomas Jefferson
2011,The Presidents: 5. Monroe 4. Madison 3. This guy,Thomas Jefferson
2011,"\""Sally Hemings: A Novel"" is a fictional account of this president & his mistress/slave",Thomas Jefferson
2012,I was well aware of this third president without reading Henry Adams' history of his administration,Thomas Jefferson
2012,"When the future state of Iowa became part of the United States, this man was President",Thomas Jefferson
2012,The initial claim about his affair with Sally Hemings was printed in a Richmond newspaper,Thomas Jefferson
2012,"The second U.S. president born in Virginia, he enrolled at the College of William & Mary at age 16",Thomas Jefferson
2013,Was the first to become president,Thomas Jefferson
2013,"In 1774 this Virginian attacked the crown in ""A Summary View Of The Rights Of British America\""",Thomas Jefferson
2014,He entered William & Mary in 1760 at age 16,Thomas Jefferson
2014,founded a university,Thomas Jefferson
2015,"He more than dabbled in architecture, designing Virginia's capitol building, among others",Thomas Jefferson
2017,"In 1790 this Sec. of State made fun of British wigs, putting an end to any thought of our justices wearing them",Thomas Jefferson
2017,"In a letter to James Madison, he wrote that ""a little rebellion, now and then, is a good thing\""",Thomas Jefferson
2018,"This man who wrote ""Notes on the State of Virginia"" was governor of the state until 1781",Thomas Jefferson
2018,"The rotunda at the Univ. of Virginia, designed by him; completed in 1826 for $60,000 but a bargain at any price!",Thomas Jefferson
