year,answer,question
1990,He was climbing in the Adirondacks when he was notified that Pres. McKinley was dying,Theodore Roosevelt
1990,"In 1888 this future president wrote the book ""Ranch Life and the Hunting Trail\""",Theodore Roosevelt
1991,"As this ""Trust Buster"" president's attorney gen. Charles Joseph Bonaparte filed antitrust suits",Theodore Roosevelt
1991,"He took his first oath of office Sept. 14, 1901 in Buffalo, New York",Theodore Roosevelt
1991,He's the only 20th century president depicted on Mt. Rushmore,Theodore Roosevelt
1991,"He said, ""I took the canal zone & let Congress debate, & while the debate goes on the canal does too\""",Theodore Roosevelt
1992,"Among the books written by this U.S. president were ""The Strenuous Life"" & ""The Rough Riders\""",Theodore Roosevelt
1992,"In 1913 he proclaimed, ""We demand that big business give the people a square deal\""",Theodore Roosevelt
1992,He received the most electoral votes of any third party candidate in the 20th century,Theodore Roosevelt
1992,This president helped design his 3-story Victorian mansion called Sagamore Hill,Theodore Roosevelt
1993,This president shot an elephant now on display at the American Museum of Natural History,Theodore Roosevelt
1993,"This man, McKinley's VP, said McKinley ""has no more backbone than a chocolate eclair\""",Theodore Roosevelt
1993,Geronimo rode in this U.S. president's 1905 inaugural parade,Theodore Roosevelt
1993,"Referring to his daughter, he once quipped that he could be President or control Alice, but not both",Theodore Roosevelt
1993,This president's saddle is on display at the Woolaroc Museum north of Tulsa,Theodore Roosevelt
1994,This Republican was the first V.P. to succeed to the presidency and then win the office by election,Theodore Roosevelt
1994,"In his 1913 autobiography, he said ""Do not hit at all if it can be avoided; but never hit softly\""",Theodore Roosevelt
1994,"His childhood friend, Edith Kermit Carow, became his 2nd wife in 1886",Theodore Roosevelt
1994,"This ex-pres.'s account of his African hunting trip appeared in Scribner's Magazine, netting him $50,000",Theodore Roosevelt
1995,"Named for a president, this North Dakota park includes the cabin from his Maltese Cross Ranch",Theodore Roosevelt
1995,"He gave his first presidential message to congress December 3, 1901",Theodore Roosevelt
1995,This Republican had just served under 2 terms as New York governor when elected vice president in 1900,Theodore Roosevelt
1996,Brazil renamed its River of Doubt in honor of this ex-U.S. president who explored the area,Theodore Roosevelt
1996,"He published many books, including ones on the ""Rough Riders"" & ""African Game Trails\""",Theodore Roosevelt
1996,From 1895 to 1897 he served as president of the New York City police board,Theodore Roosevelt
1996,He stormed Kettle Hill with extra pairs of glasses sewn into his hat in case a few got shot off,Theodore Roosevelt
1996,"In the 1940s Kermit, this president's grandson, served in the OSS & the CIA",Theodore Roosevelt
1997,In 1906 he became the first president & the first American to win a Nobel Prize,Theodore Roosevelt
1997,His war record as a Rough Rider helped him win the New York governorship in 1898,Theodore Roosevelt
1997,The teddy bear was named in his honor,Theodore Roosevelt
1997,"In 1912 this ""Bull Moose"" spoke for about 50 minutes with a would-be-assassin's bullet lodged in his chest",Theodore Roosevelt
1997,In 1914 this former president led an Amazon expedition,Theodore Roosevelt
1997,"During the Spanish-American War, his unit first saw action June 24, 1898 at Las Guasimas, Cuba",Theodore Roosevelt
1997,"October 27, 1858 in New York City",Theodore Roosevelt
1997,"In 1901 he was sworn in as president at the Wilcox Mansion in Buffalo, New York",Theodore Roosevelt
1998,"\""Strenuous Life\""",Theodore Roosevelt
1998,"In 1903 he reportedly said, ""Damn the law!  I want the canal built\""",Theodore Roosevelt
1998,"September 14, 1901 - March 4, 1909",Theodore Roosevelt
1998,"The ""Hero Of San Juan Hill\""",Theodore Roosevelt
1998,"This president hung a large moose head in the State Dining Room; a bull moose, we presume",Theodore Roosevelt
1998,"A March 17, 1906 speech by this president popularized the term, ""Muckrake\""",Theodore Roosevelt
1998,"His eldest son, also named Theodore, was governor of Puerto Rico from 1929 to 1932",Theodore Roosevelt
1998,"The ""Trust Buster\""",Theodore Roosevelt
1998,In 1903 John Singer Sargent painted his presidential mustache seen here,Theodore Roosevelt
1998,"Taft reconciled with this man, his predecessor, after a chance meeting in a Chicago restaurant",Theodore Roosevelt
1998,He once was deputy sheriff of Billings county in the Dakotas; tourists still visit him there on Mt. Rushmore,Theodore Roosevelt
1999,"This president's 1904 ""Corollary"" to the doctrine allows for U.S. intervention in Latin America",Theodore Roosevelt
1999,"\""Through the Brazilian Wilderness\""",Theodore Roosevelt
1999,He's the hero seen here with his famous regiment before taking charge of the White House,Theodore Roosevelt
1999,"\""African Game Trails\""",Theodore Roosevelt
1999,"This ""Rough Rider"" was FDR's uncle by marriage as well as his cousin",Theodore Roosevelt
1999,"For helping to end the Russo-Japanese War, he was awarded the 1906 Nobel Peace Prize",Theodore Roosevelt
1999,"\""Theodore the Meddler\""",Theodore Roosevelt
1999,This lieutenant colonel recruited some of his Rough Riders at William Menger's hotel in San Antonio,Theodore Roosevelt
1999,"\""Bull Moose\""",Theodore Roosevelt
2000,"His hunting rifle accessory made him ""Telescope Teddy\""",Theodore Roosevelt
2000,"In Oyster Bay, New York you can visit Sagamore Hill, this president's home",Theodore Roosevelt
2000,1912: Progressive Party,Theodore Roosevelt
2000,"In 1900 Republicans put this ""Rough Rider"" on the ticket to counter the appeal of Democrat William Jennings Bryan",Theodore Roosevelt
2000,"Bully for Len Cariou, who played this famous man in the musical ""Teddy And Alice\""",Theodore Roosevelt
2000,In 1904 this man's running mate was Charles W. Fairbanks,Theodore Roosevelt
2000,"He was the 1st president to call the White House ""A bully pulpit\""",Theodore Roosevelt
2000,Theodore Roosevelt,Theodore Roosevelt
2000,"This man, the inspiration for the toy on the stamp seen here, is featured on a different stamp",Theodore Roosevelt
2000,"He wrote his 4-volume history ""The Winning of the West"" before winning the White House",Theodore Roosevelt
2001,"This first President named Roosevelt made the name ""White House"" official, putting it on his stationery",Theodore Roosevelt
2001,He only served 6 months as VP before he took the presidential oath of office in Buffalo,Theodore Roosevelt
2001,"During his March 4, 1905 inauguration, this ""Rough Rider"" wore a ring that had been worn by Abraham Lincoln",Theodore Roosevelt
2001,"In 1919 this trustbuster's last words were ""Please put out the light\""",Theodore Roosevelt
2001,"Sadly, his youngest son, Quentin, was killed in WWI & his oldest son, Ted Jr., died during WWII",Theodore Roosevelt
2001,Republican 1901-1909,Theodore Roosevelt
2001,"In a tragic coincidence, his mother & his first wife, Alice, both died on Valentine's Day in 1884",Theodore Roosevelt
2001,"He was at the 1901 Minnesota state fair when he said, “There is a homely adage which runs, ‘Speak softly and carry a big stick’”",Theodore Roosevelt
2001,Edith Kermit Carow,Theodore Roosevelt
2001,In 1913 he headed to the Brazilian jungle for a 7-month-long expedition,Theodore Roosevelt
2001,The Spanish-American War,Theodore Roosevelt
2002,"In 1912 he told the Progressive Party, ""I am as strong as a bull moose and you can use me to the limit\""",Theodore Roosevelt
2002,"Though he was the first president to win the Nobel Peace Prize, he enjoyed boxing. jujitsu & wrestling",Theodore Roosevelt
2002,"\""T.R.: The Last Romantic\""",Theodore Roosevelt
2003,"At the Minnesota State Fair in 1901 this vice president gave his ""Speak Softly-Big Stick"" speech",Theodore Roosevelt
2003,"\""Theodore Rex"" tells the towering tale of this trust buster",Theodore Roosevelt
2003,"Alice Hathaway Lee, but she wouldn't live to be First Lady",Theodore Roosevelt
2003,1901,Theodore Roosevelt
2003,This President creates the Department of Commerce & Labor,Theodore Roosevelt
2003,1901-1909,Theodore Roosevelt
2003,After taking the Presidential oath in 1901 he shuffled out of Buffalo,Theodore Roosevelt
2003,In 1903 this president did not discourage the natives from revolting in Colombia,Theodore Roosevelt
2003,This 20th century U.S. president was the first to receive full-time protection from the Secret Service,Theodore Roosevelt
2003,"At the 1900 GOP Convention, he received 925 of 926 votes for the VP nomination; he declined to vote for himself",Theodore Roosevelt
2003,He wrote his son Kermit from the White House in 1903 about his being ambushed in a pillow fight,Theodore Roosevelt
2003,"Perhaps saying, ""This is a bully cable!"", he sent the first message over the Pacific Cable to the Philippines",Theodore Roosevelt
2003,This former U.S. president led a scientific expedition into the Amazon jungle in 1914,Theodore Roosevelt
2003,"Edited by H. Paul Jeffers, ""The Bully Pulpit"" is a collection of quotations by this president",Theodore Roosevelt
2004,"Located in North Dakota, the only U.S. national park named for a president is named for him",Theodore Roosevelt
2004,"\""That Damned Cowboy"" was some ""Rough Rider\""",Theodore Roosevelt
2004,"Of the 4 men immortalized on Mount Rushmore, the one who was born last",Theodore Roosevelt
2004,"Just weeks after leaving office, he & son Kermit left on a year-long African hunting expedition",Theodore Roosevelt
2004,This president gave the bride away when his niece Eleanor married his cousin Franklin,Theodore Roosevelt
2004,"He climbed the Matterhorn, explored Brazil & practiced judo",Theodore Roosevelt
2004,"His ride ended on January 6, 1919 in Oyster Bay, New York",Theodore Roosevelt
2005,"In 1899 this future president said he wished to preach ""the doctrine of the strenuous life\""",Theodore Roosevelt
2005,In 1898 this man resigned as Assistant Secretary of the Navy to organize a volunteer cavalry regiment,Theodore Roosevelt
2005,This man's third party candidacy in 1912 allowed Woodrow Wilson to win,Theodore Roosevelt
2005,In 1902 Clifford Berryman drew a famous editorial cartoon of this man refusing to shoot a bear cub,Theodore Roosevelt
2005,"A relative of Napoleon, Charles Bonaparte served as Navy Secretary in 1905 & later as Attorney General for this president",Theodore Roosevelt
2005,"October 14, 1912 on his way to a campaign rally in Milwaukee, Wisconsin",Theodore Roosevelt
2006,"The Wilcox House in Buffalo, N.Y., where he was sworn in as president, is designated a natl. historic site",Theodore Roosevelt
2006,"He was nicknamed ""The Driving Force"" (& ""The Trust Buster"")",Theodore Roosevelt
2006,His record in the Spanish-American War helped him get elected governor of New York in 1898,Theodore Roosevelt
2006,In 1904's election Alton B. Parker & 80-year-old running mate Henry Davis went down to defeat against this pres.,Theodore Roosevelt
2006,He lived the life of a cowboy on his North Dakota ranch,Theodore Roosevelt
2006,The North Room at Sagamore Hill estate displays this president's Rough Rider hat,Theodore Roosevelt
2007,"McKinley man, rode rough, bully for him",Theodore Roosevelt
2007,Devil's Tower was designated the nation's first national monument in 1906 by this president,Theodore Roosevelt
2007,"It was ""third and long"" when this ex-president ran for a third term in 1912; he ended up losing",Theodore Roosevelt
2007,"He wrote, ""I am as strong as a bull moose and you can use me to the limit\""",Theodore Roosevelt
2007,"His writings include ""The Naval War of 1812"" & as co-writer, ""The Deer Family\""",Theodore Roosevelt
2007,"Secretary of the Interior James R. Garfield, Secretary of War William Howard Taft",Theodore Roosevelt
2007,"With this man as president, the government budget was $579 million & unemployment stood at 2.8%",Theodore Roosevelt
2008,By 1905 football had gotten so violent that this U.S. president urged rule changes,Theodore Roosevelt
2008,"In 1901 he advised, ""Speak softly and carry a big stick; you will go far\""",Theodore Roosevelt
2008,The Republican Party reunited when the Bull Moose Party evaporated after nominating this man as president,Theodore Roosevelt
2008,McKinley assassin Leon Czolgosz was executed,Theodore Roosevelt
2008,"Only 50 years old when he left office, he was our nation's youngest ex-president",Theodore Roosevelt
2008,"He liked to box, wrestle & hunt & loved to play tennis; in fact, his group of advisers was known as the Tennis Cabinet",Theodore Roosevelt
2008,"This president loved oysters, & an annual oyster event takes place in his hometown, Oyster Bay, Long Island",Theodore Roosevelt
2008,His 1901 White House dinner with Booker T. Washington was played up on his 1904 presidential campaign,Theodore Roosevelt
2008,Charles Fairbanks,Theodore Roosevelt
2009,"The reconstructed birthplace of this pres., known as ""Teedie"" when he lived there, is on E. 20th St. in NYC",Theodore Roosevelt
2009,"Sworn in following an assassination, he's the only U.S. president who was not sworn in on a Bible",Theodore Roosevelt
2009,"You'll get some ideas for summer vacation from this president's book ""African Game Trails\""",Theodore Roosevelt
2009,"In December 1901 he told Congress that trusts are ""hurtful to the general welfare\""",Theodore Roosevelt
2009,"A frail boy, he built himself into a Rough Rider via strenuous exercise",Theodore Roosevelt
2010,He personally killed a Spaniard at the Battle of San Juan Hill,Theodore Roosevelt
2010,"Appropriately, this prez was the first inductee into the National Wildlife Federation's Conservation Hall of Fame",Theodore Roosevelt
2010,"\""The River of Doubt"" tells of this president's jungle adventure & trip up the Amazon after he left office",Theodore Roosevelt
2010,"Before he was president, he was ""The Hero of San Juan Hill\""",Theodore Roosevelt
2010,"This U.S. president negotiated the  Treaty of Portsmouth, ending the Russo-Japanese War",Theodore Roosevelt
2010,"This early 20th century president's foreign policy style was known as ""big stick diplomacy\""",Theodore Roosevelt
2011,Was married twice,Theodore Roosevelt
2011,He initially didn't want to be McKinley's 2nd VP; he thought it would weaken him for a 1904 presidential run,Theodore Roosevelt
2011,"Between April 1909 & March 1910, he killed 296 animals, including 9 lions & 8 elephants",Theodore Roosevelt
2012,In 2001 this president was awarded a posthumous Medal of Honor for his Spanish-American War service,Theodore Roosevelt
2012,"January 6, 1919 in Oyster Bay, New York",Theodore Roosevelt
2013,In 1906 he became the first sitting president as well as the first American to win a Nobel Peace Prize,Theodore Roosevelt
2013,"Bull Moose Party, 1912",Theodore Roosevelt
2014,"In 1910, a year after leaving office, he published the book ""African Game Trails\""",Theodore Roosevelt
2015,"Frederic Remington illustrated this future president's 1888 book ""Ranch Life and the Hunting Trail\""",Theodore Roosevelt
2015,This Assistant Secretary of the Navy resigned his office to fight the war on horseback,Theodore Roosevelt
2015,"Boxing in the White House in the early 20th century left him blind in one eye, a secret he kept for years",Theodore Roosevelt
2016,"\""The River of Doubt"" documents a journey he took on the Amazon after his 1912 election defeat",Theodore Roosevelt
2016,"The Panama Canal zone, since ceded to Panama",Theodore Roosevelt
2017,This Rough Rider is seen astride a horse on the 2016 quarter for the North Dakota national park named for him,Theodore Roosevelt
2017,"Robin Williams saddled up to play this president in ""Night at the Museum\""",Theodore Roosevelt
2017,"February 18, 1909: convenes North American Conservation Conference",Theodore Roosevelt
2017,"\""Oh, but we had a bully fight"", he said, referring to the 1898 Battle of San Juan Hill",Theodore Roosevelt
2017,"\""The River of Doubt"" tells of his ""darkest journey\""",Theodore Roosevelt
2017,"\""The Trust Buster\""",Theodore Roosevelt
2018,U.S. presidents who were Scorpios include Warren G. Harding & this man who served from 1901 to 1909,Theodore Roosevelt
2019,"This manly guy's dogs included Pete, a bull-y terrier",Theodore Roosevelt
